subject_id,__dataset__,bicep,pred_bicep,err_bicep,forearm,pred_forearm,err_forearm,thigh,pred_thigh,err_thigh,calf,pred_calf,err_calf,mean_err
3A6D14akEnvm162prYgUC0VP6OEeXbRVm1Iq7eRTsEs,train,30.4051,31.146,2.4367,26.5774,27.2037,2.3562,51.8305,55.5007,7.0811,39.6263,38.4018,3.09,3.741
3DHVh6yH4O8Yxk5pCf44wqCFmoSfAeKW5YIorkkBRXU,train,25.4355,25.4462,0.042,24.0162,22.2253,7.4568,49.0443,45.344,7.5447,34.8415,31.3742,9.9517,6.2488
3FskBFDRe7Xu3ed4hAK1oKVSrvip7I2zWLoEJ_QfWGM,train,36.6126,35.939,1.8398,30.8073,31.39,1.8917,57.9649,64.0417,10.4837,40.8153,44.3115,8.5657,5.6952
3HTxlEply3gwyMnwXZ4MJiN0FwDmsLLer9CnROMOtFs,train,26.3336,24.823,5.7366,24.479,21.681,11.4301,49.2606,44.2334,10.2052,33.4836,30.6058,8.5945,8.9916
3IuFMuxOGgrsnMzvxLln5FuovY0dDmgrEjYVS478NbI,train,30.5361,30.0788,1.4976,26.3659,26.2716,0.3577,54.4596,53.5991,1.58,36.609,37.0861,1.3031,1.1846
3LJlY5dd1LxDQyqxQtKKevi7R6EeTLOrgG-GB8pP08Q,train,29.4212,27.0276,8.1358,26.9081,23.6066,12.2696,49.8987,48.162,3.4805,35.0789,33.324,5.0026,7.2221
3LtoBREo0oJ058FPutEgX3dYNGp3wm5eiTGKD3Nc-Js,train,29.3127,29.8929,1.9795,25.0258,26.1092,4.3291,53.9776,53.2678,1.315,38.1473,36.8568,3.3829,2.7516
3NqXXy-rq13kLzqPJL253KQvUdWlJsQnuSd3Sd6RQSI,train,28.2773,24.7512,12.4698,23.9256,21.6183,9.6437,52.9233,44.1055,16.6614,35.0085,30.5173,12.8289,12.901
3O9btgqdy7RllKtquu5GJakJSzLCiZlK7mjps2nDB7s,train,25.8418,25.7464,0.3691,22.9572,22.4876,2.0459,49.6063,45.879,7.5137,34.4764,31.7444,7.9242,4.4632
3QXMgxLgcifTE3JD5gChuT-j8lWjnEzRmQDINN_h3tM,train,29.4541,27.2692,7.418,27.3027,23.8176,12.7645,49.014,48.5925,0.86,35.0207,33.6219,3.9941,6.2591
3VAjyqA7VZJYiY8-2KpTG0pMgxeUi26w4RSXLzz5q6w,train,22.6141,23.7189,4.8857,21.4358,20.7167,3.3545,48.178,42.2661,12.271,34.7058,29.2446,15.7359,9.0618
3VRHRAUSarSp-p7b9P_8jny3ATIbHuvz3B0BiBSWNxs,train,26.3273,25.8773,1.7094,24.4275,22.6019,7.4739,45.8863,46.1121,0.4922,34.5197,31.9057,7.5724,4.312
3Vo8ABg89h201AlXzvzagbw0IIvECoAtA3-Bl8PxAoo,train,28.7947,30.2969,5.217,24.7043,26.4621,7.1153,52.2231,53.9877,3.379,33.946,37.355,10.0424,6.4384
3WBcOVmPX_zAto_zQdRju90F9aPkxEJA5IzmYPaklDg,train,33.1363,29.2612,11.6944,28.1488,25.5575,9.2059,54.0468,52.1421,3.5241,40.5363,36.078,10.9983,8.8557
3X2oFHWpo2HTanPioa17vmopeDM_yVI6_CW5fAaQoqU,train,27.8633,31.6961,13.756,25.2762,27.6842,9.5268,50.9992,56.4811,10.749,34.439,39.0802,13.4765,11.8771
3aHFd4mFwyX39yx0F0TkXJ6UozmoLUnbf_Zlv7ARHAU,train,27.8508,27.0436,2.8985,24.602,23.6205,3.9894,53.4791,48.1904,9.8893,36.0782,33.3437,7.5793,6.0891
3dZa9Qrok4CEwlofhtZfnGIvGScjdKn30pM3f5U4nwI,train,30.7107,35.0378,14.0898,27.3685,30.6029,11.8178,59.6814,62.4359,4.6153,39.9133,43.2004,8.2355,9.6896
3dexwlFNR0_Q_g3P3X6qYvlJDqalSsaRUSW0Gb9ARxM,train,29.8033,35.8017,20.1268,26.1463,31.2701,19.5968,55.1987,63.7971,15.5772,38.2729,44.1422,15.3355,17.6591
3fV__g7Y3uKSeOKgi9SPbbas0V0kidmnE4S4CB4itII,train,26.0858,25.7536,1.2731,24.9939,22.4939,10.0026,49.0445,45.8919,6.4282,37.0742,31.7533,14.3519,8.0139
3hxEud0tYwP-4mOjVE_crG2lF3BeamokMusciuCtXEM,train,29.0769,30.5126,4.9377,26.6426,26.6505,0.0294,52.2887,54.3721,3.9844,36.2135,37.6209,3.8865,3.2095
3jM0qIx79JRrqajAJWO3X-j-CXHLizCUh24u2m88MTI,train,24.8077,27.4535,10.6651,24.4382,23.9785,1.881,45.9003,48.9208,6.5806,38.1372,33.8491,11.2439,7.5927
3jiT5VXoF7XsjFrpxd7yjRdPORLXRC9yl-frqqzegzU,train,31.9108,31.4862,1.3306,28.3256,27.5008,2.9118,56.2647,56.1069,0.2804,39.7726,38.8213,2.3918,1.7286
3jslvtD5_LOEvSftuCbSHqqk_t9fVhzp4nGUwkS_ik8,train,25.5551,24.2893,4.9534,24.5891,21.2149,13.7226,51.4506,43.2824,15.8758,37.7831,29.9478,20.7376,13.8223
3jsw1XBA_1g4boD4U4Y8XkO40__JV1d1uUT9j7YiX9A,train,33.6982,33.1997,1.4794,28.2188,28.9974,2.7592,56.7126,59.1603,4.316,39.8493,40.934,2.7219,2.8191
3k47JvUqGCbFaJgJEhEiAhXxa5O1yS1Ms0w94x02iI4,train,29.6064,33.9839,14.7856,25.7551,29.6824,15.2486,55.988,60.5578,8.1621,37.7299,41.9009,11.0549,12.3128
3ksASfe4f_APd1tLxccDtth3VbpJ9SgIcz5vPw7Y1os,train,31.9423,35.9738,12.6213,25.0133,31.4204,25.615,57.7549,64.1037,10.9928,39.2518,44.3544,12.9996,15.5572
3lCM3aLY_S5D8So-cmKS_wxvg4LEd3ByaVj7RwtJXPk,train,22.9366,25.7596,12.3082,22.7011,22.4991,0.8899,44.7295,45.9025,2.6225,36.3224,31.7607,12.5588,7.0949
3mxoVpAOY5oJwWqK27jdkWeB-2wOJKm4zNTR1Utv3pw,train,32.656,34.9314,6.9677,28.1763,30.51,8.2823,56.5164,62.2462,10.1384,41.9904,43.0691,2.5691,6.9894
3r0Bgj_s78jIbt2dgsX--_axAQCopMgv6saMICYamno,train,24.6971,27.1258,9.8338,23.6211,23.6923,0.3015,44.3999,48.3369,8.8672,30.2817,33.4451,10.4463,7.3622
3sB6D9ahz7CjOisVrAIJNqpEfD1lfw0Rb8mSijk1xc8,train,31.3304,31.2373,0.297,26.2285,27.2835,4.0221,57.2269,55.6636,2.7318,35.1901,38.5145,9.4468,4.1244
3xVJO9HyrOrQkIXXjdqeHftluBQ_Jkt2Tn748nJt9gk,train,27.2883,27.848,2.0511,24.699,24.3231,1.5221,52.2182,49.6238,4.9684,39.3843,34.3355,12.8194,5.3402
46VsVUuru6DhW_LTFsCi664FsyD9qihVm2HCBCR3EUM,train,29.1188,27.7915,4.5583,25.6123,24.2738,5.2262,51.1073,49.5232,3.0996,36.9726,34.2659,7.3209,5.0513
4BXlHd3dwVd6PpZncEnIpr675Ozub9a3aCKVl2bfRdY,train,27.6428,27.7506,0.3903,23.9741,24.2381,1.1012,52.3881,49.4504,5.6075,34.6311,34.2155,1.2,2.0747
4ETJJKC9HNKcvTvC-u5DrkNO9ia7tsMZdnpvVuU2kmc,train,25.9035,25.3761,2.036,22.7424,22.1641,2.5428,50.7853,45.219,10.9604,33.5994,31.2877,6.88,5.6048
4Hy_wkLsPiPHDJIuoAkXO_OdyS0NzY45rDyfxVNtgis,train,33.1678,35.3665,6.6293,28.9264,30.89,6.7885,57.7906,63.0216,9.0517,39.3274,43.6056,10.8786,8.337
4Ji4jvSX5vPu7giQHWXRgilR8UetKbKXNRwnKE7CHsE,train,25.8428,27.4146,6.0822,23.2108,23.9445,3.1613,48.9178,48.8515,0.1355,36.6154,33.8011,7.6861,4.2663
4Ngs_ZDYsC_izZlyGC_T22og7MLmB7khPDdagnGdB7g,train,33.9454,29.1639,14.0858,26.6065,25.4725,4.2622,54.5309,51.9688,4.6983,34.5125,35.9581,4.1884,6.8087
4O8aBm6WqK4iZEWaVSE77na_BaO5FzaUWq8yTrb-hS4,train,26.327,24.7259,6.0815,23.7093,21.5962,8.9126,53.0763,44.0604,16.9866,36.6263,30.4861,16.7645,12.1863
4OGlvdnKlkPp7rdGBvsR8jUAkKOQ2i9UZ90mbqjIBss,train,28.2899,30.7965,8.8601,26.9593,26.8984,0.226,52.2075,54.8779,5.115,37.9708,37.9709,0.0002,3.5503
4SDP5mkpDsFjc0zFTzxpH2XBbhJ4giz1XYhc-weoWaM,train,43.2676,39.0489,9.7501,35.1845,34.1063,3.0644,64.3349,69.5835,8.1582,45.8657,48.1459,4.9715,6.486
4UEceASMrT61xiF-hLZEjxa5PpAZxT6PG1gVbztzWcQ,train,35.2194,28.4961,19.0896,29.4939,24.8892,15.6121,57.4296,50.7788,11.5807,39.9991,35.1347,12.1614,14.611
4V0D7qiw6J5sTLHjBGkxAjwpIZRx-KPVaQWLWf8xy4o,train,26.8851,31.1014,15.6823,23.5329,27.1647,15.4327,52.4535,55.4212,5.6578,34.6853,38.3468,10.5565,11.8323
4V5t1ip62IcSKtuK7qkTrk1d0nDXVf2qVARD7g_SNI4,train,26.5399,25.9985,2.04,22.9484,22.7077,1.049,50.3688,46.3281,8.0222,36.0547,32.0552,11.0929,5.551
4VrBan71GIh6tSFfkZ5ZxCKB-oPJYc7zg2ZfmxRIXKc,train,34.1221,40.6597,19.1594,30.1373,35.5132,17.8381,62.2158,72.4538,16.4557,42.872,50.132,16.934,17.5968
4X6MQ076vR6ncRa7kAQJGyJanmpjzpY9L0OF4DaOw5s,train,30.3831,30.5324,0.4912,27.7054,26.6677,3.7454,54.0577,54.4073,0.6467,38.5302,37.6453,2.2967,1.795
4a31Z0HZ45WeaaALMQbtUVsSY3lsBcdn31D-NtXsLI8,train,29.0461,26.6256,8.3333,26.4708,23.2555,12.1467,50.0234,47.4457,5.153,32.9579,32.8284,0.3927,6.5064
4bBr6L-kFUuzyOWO3vI_4OGSbP_3WZjfIF8OvUCdu-0,train,23.4722,24.444,4.14,21.9795,21.35,2.8641,45.2066,43.5581,3.6466,33.1339,30.1385,9.0402,4.9227
4bITwZfmlJUYVTWFNlQsWqjmpXd7p_B1KyqLCAdWbVQ,train,26.8911,24.3374,9.4966,22.7116,21.2569,6.4051,53.301,43.3681,18.6354,35.3388,30.0071,15.0874,12.4061
4bpNJgeZd3-fSRjAsrW6eRInYZ6LOOeVVGC0dfWjwNg,train,23.3191,24.5184,5.143,22.2014,21.415,3.5422,47.0947,43.6907,7.228,31.6353,30.2303,4.4414,5.0887
4d_X7JZm0gneZC8ffiFtMDo1I7gKKmN0V0ER7YrB8pI,train,35.4421,30.8848,12.8586,27.3267,26.9755,1.2851,64.4058,55.0353,14.5491,40.2721,38.0798,5.4438,8.5341
4gXQA7YvC9wjEAkjxtjYg_1zS4JZ6WaJLbs3nQKKfnY,train,35.3891,32.7031,7.5899,29.0659,28.5637,1.7279,58.3242,58.2755,0.0836,44.488,40.3217,9.365,4.6916
4gzhVdluq4GEahFOrrRVLFhPRtaCNe6TRS0xydt5czg,train,25.2642,24.305,3.7966,22.591,21.2286,6.0307,46.1936,43.3104,6.2414,35.2234,29.9672,14.9226,7.7478
4hWg8IZAwsSeZ6s6h2ACZ2WkYPTe8yB48jPxJZwbiF4,train,34.3692,34.7999,1.2531,29.5623,30.3951,2.817,55.7559,62.0118,11.2201,43.355,42.9069,1.0334,4.0809
4kjKtTvN9It-kBhHstGJ8L6vDErPrxyhZscx4mEMjSA,train,32.3468,35.0026,8.2103,28.5758,30.5721,6.9862,55.3442,62.373,12.7002,36.5544,43.1569,18.062,11.4897
4loafOx5K1rLjyttpQw024OkgHFEIcG27Y2jCdudQJ8,train,31.9002,33.5969,5.3189,28.1744,29.3444,4.1528,56.5277,59.8683,5.9095,40.7568,41.4238,1.6366,4.2545
4rLp86ErZXEGFqDlzaE7zpMB5EAFQ5C1CA_-OXzfMMg,train,32.2995,31.7139,1.8129,26.9424,27.6997,2.8109,53.8885,56.5128,4.8699,39.8185,39.1021,1.7992,2.8232
4xR1BQMUliASz5DzVmk8q0l4OJQgvQQWttCNSDAxQK4,train,32.2685,33.3145,3.2416,27.8755,29.0977,4.3846,53.4496,59.3649,11.0671,35.5097,41.0755,15.674,8.5918
4z9kqRwkw3EEXpQm5AQj28m_K4HzCJi32K02uiLQ_Sw,train,26.4696,25.7226,2.8222,22.9415,22.4667,2.0694,50.06,45.8365,8.437,34.1543,31.715,7.1421,5.1177
4zydBaQiHRmsujJ961bicneBbDYHlmHxPeLTQBorLzY,train,26.3716,24.9171,5.5153,22.7086,21.7633,4.1627,47.5876,44.4012,6.6958,31.4119,30.7219,2.1964,4.6426
51HidTEgPHaEqb36iJpyrH8_lPnUIXZYtl-DuWSj_4g,train,34.6728,28.7865,16.9766,29.64,25.1428,15.1725,57.9104,51.2963,11.4213,39.1103,35.4927,9.2497,13.205
59bc274e681516389ccf3cda,train,27.2346,30.4663,11.8661,26.4008,26.61,0.7922,52.266,54.2895,3.8717,37.7852,37.5638,0.5859,4.279
59bc274f681516389ccf3d08,train,29.1802,28.8698,1.0638,24.7523,25.2156,1.8718,55.4779,51.4446,7.2701,35.4918,35.5954,0.2916,2.6243
59bc2757681516389ccf4018,train,26.8867,24.7879,7.806,25.2757,21.6504,14.3432,53.9918,44.171,18.1894,37.7491,30.5626,19.0376,14.8441
59bc2758681516389ccf4047,train,25.9426,27.6485,6.5758,23.0223,24.1489,4.8935,47.2525,49.2684,4.2662,30.6233,34.0896,11.3191,6.7637
59bc2758681516389ccf4064,train,36.7286,36.9211,0.5243,29.3311,32.2478,9.9442,70.1716,65.7918,6.2415,44.0159,45.5224,3.4226,5.0332
59bc2758681516389ccf4071,train,45.0691,43.776,2.8693,31.6435,38.235,20.8304,75.8164,78.0068,2.8891,44.9468,53.9741,20.0845,11.6683
59bc2758681516389ccf4077,train,31.1682,31.9693,2.5702,25.9371,27.9228,7.6557,62.3464,56.9679,8.6268,39.7074,39.417,0.7314,4.896
59bc275a681516389ccf40bd,train,33.6414,35.4845,5.4785,29.7696,30.993,4.1095,59.645,63.2318,6.0136,41.4772,43.7511,5.4822,5.2709
59bc275a681516389ccf40d8,train,46.4732,41.7341,10.1976,31.9003,36.4516,14.2672,70.451,74.3683,5.5602,41.6806,51.4566,23.4544,13.3698
59bc275a681516389ccf40ff,train,37.281,35.2614,5.4173,30.7704,30.7982,0.0904,57.6221,62.8343,9.0455,43.3261,43.476,0.3461,3.7248
59bc275b681516389ccf4111,train,33.2871,35.16,5.6267,26.9789,30.7097,13.8284,53.0397,62.6536,18.1259,36.5312,43.351,18.6687,14.0624
59bc275b681516389ccf415f,train,39.783,35.6794,10.315,30.0326,31.1632,3.7646,72.2564,63.579,12.0091,42.7492,43.9913,2.9057,7.2486
59bc275c681516389ccf4171,train,38.2941,40.4677,5.6762,29.5936,35.3455,19.4365,65.144,72.1117,10.6959,43.303,49.8952,15.2235,12.758
59bc275c681516389ccf4180,train,35.9632,38.1476,6.074,27.2691,33.319,22.1858,67.6521,67.9773,0.4807,39.5183,47.0345,19.0195,11.94
59bc275c681516389ccf4198,train,33.286,36.7799,10.4965,25.8252,32.1245,24.3922,58.2776,65.5402,12.462,36.349,45.3483,24.758,18.0272
59bc275c681516389ccf41a4,train,31.0752,37.9446,22.1057,28.2141,33.1417,17.4651,64.2677,67.6155,5.2092,36.6888,46.7843,27.5165,18.0741
59bc275c681516389ccf41bc,train,33.3099,33.6381,0.9851,26.1474,29.3803,12.3642,67.4678,59.9415,11.1553,39.6109,41.4745,4.7048,7.3023
59bc275c681516389ccf41bf,train,55.8131,49.7756,10.8174,39.7478,43.4752,9.3778,84.1962,88.6978,5.3466,45.408,61.3714,35.1556,15.1743
59bc275d681516389ccf41e4,train,33.9099,35.8135,5.6138,28.1425,31.2804,11.1503,57.4225,63.8181,11.1378,36.6222,44.1568,20.5738,12.1189
59bc275d681516389ccf41ed,train,38.5355,36.9852,4.0232,27.6837,32.3038,16.6887,67.5283,65.9059,2.4026,43.0638,45.6013,5.8926,7.2517
59bc275d681516389ccf41f6,train,36.7639,33.949,7.6567,28.7282,29.6519,3.2155,63.3163,60.4957,4.4549,39.8486,41.8579,5.0424,5.0924
59bc275d681516389ccf420b,train,37.0848,36.1409,2.5453,29.5302,31.5664,6.8951,64.0464,64.4015,0.5544,39.0632,44.5604,14.0726,6.0168
59bc275d681516389ccf4220,train,35.4109,31.9471,9.7818,28.0787,27.9034,0.6243,64.1022,56.9283,11.1913,40.9031,39.3896,3.7001,6.3244
59bc275e681516389ccf422d,train,45.7131,38.8504,15.0126,32.431,33.9329,4.6309,76.8824,69.2296,9.9539,49.5181,47.9011,3.2655,8.2157
59bc275e681516389ccf4248,train,44.0887,40.9921,7.0236,32.8257,35.8035,9.0715,75.5499,73.0461,3.3142,45.2753,50.5417,11.632,7.7603
59bc275e681516389ccf424f,train,33.1898,32.8885,0.9077,26.3148,28.7256,9.1615,60.2299,58.6058,2.6964,41.889,40.5503,3.1959,3.9904
59bc275e681516389ccf425e,train,31.6853,28.4246,10.291,28.6767,24.8267,13.4256,52.1662,50.6513,2.904,36.5049,35.0464,3.9954,7.654
59bc275f681516389ccf42dd,train,27.5601,25.7133,6.7011,22.9345,22.4586,2.075,47.7017,45.8199,3.9448,33.5745,31.7035,5.5725,4.5734
59bc2760681516389ccf4310,train,28.5988,34.6455,21.1434,26.6097,30.2603,13.7188,54.6568,61.7368,12.9536,37.2614,42.7167,14.6405,15.614
59bc2760681516389ccf4333,train,23.6971,23.5376,0.6728,21.6205,20.5584,4.9128,45.8859,41.943,8.5928,33.2031,29.021,12.5953,6.6934
59bc2762681516389ccf440f,train,34.3518,29.965,12.7703,27.6667,26.1722,5.402,60.7011,53.3963,12.0341,38.5004,36.9457,4.038,8.5611
59bc2763681516389ccf447a,train,29.6471,28.3344,4.4278,25.1061,24.748,1.4265,55.3318,50.4907,8.7491,37.2376,34.9353,6.1828,5.1965
59bc2764681516389ccf448d,train,38.0775,38.6129,1.4061,27.0445,33.7255,24.7038,69.5629,68.8065,1.0873,40.4106,47.6083,17.8116,11.2522
59bc2764681516389ccf449b,train,31.3253,33.2969,6.2939,25.8951,29.0823,12.3081,61.4556,59.3336,3.4528,36.0275,41.0539,13.9514,9.0016
59bc2764681516389ccf44c2,train,28.1488,30.0268,6.6717,25.4856,26.2261,2.9056,55.2768,53.5063,3.2028,37.8894,37.0219,2.2897,3.7675
59bc2764681516389ccf44e2,train,31.116,33.3308,7.1179,25.2825,29.1119,15.1467,60.3335,59.394,1.5572,38.5968,41.0956,6.4742,7.574
59bc2765681516389ccf44f7,train,25.4843,26.5497,4.1803,22.2712,23.1891,4.1217,51.5503,47.3103,8.225,32.4653,32.7347,0.8299,4.3392
59bc2765681516389ccf4503,train,26.5481,24.6875,7.0084,23.0958,21.5627,6.638,49.0533,43.9921,10.3178,31.9436,30.4388,4.7108,7.1688
59bc2765681516389ccf4510,train,30.553,33.1605,8.5341,25.1443,28.9632,15.1879,52.2674,59.0905,13.0542,36.3788,40.8856,12.3888,12.2912
59bc2765681516389ccf4513,train,30.9633,27.616,10.8105,24.8844,24.1205,3.07,56.5896,49.2105,13.0397,38.2577,34.0495,10.9997,9.48
59bc2765681516389ccf4523,train,27.178,31.2082,14.829,24.2033,27.258,12.6213,51.7067,55.6117,7.5521,34.3408,38.4786,12.0492,11.7629
59bc2765681516389ccf4530,train,27.4737,29.1049,5.9376,22.6071,25.421,12.447,47.5689,51.8637,9.0285,31.9718,35.8853,12.2407,9.9134
59bc2765681516389ccf4551,train,41.4899,42.8358,3.2438,30.7182,37.4138,21.7969,63.2266,76.3314,20.7268,39.8515,52.8149,32.5294,19.5742
59bc2766681516389ccf4567,train,36.7861,35.6799,3.0073,29.421,31.1637,5.9232,61.8155,63.5799,2.8543,43.3836,43.9919,1.4023,3.2968
59bc2766681516389ccf456d,train,38.5628,37.0461,3.9329,34.8731,32.357,7.2151,62.1589,66.0145,6.2028,41.653,45.6765,9.6596,6.7526
59bc2766681516389ccf4599,train,32.2576,34.6573,7.4392,29.7948,30.2705,1.5968,58.5692,61.7577,5.444,42.3745,42.7311,0.8417,3.8304
59bc2766681516389ccf459f,train,31.8065,28.4903,10.4262,29.6236,24.8841,15.9991,54.614,50.7684,7.0413,36.6575,35.1275,4.1738,9.4101
59bc2766681516389ccf45a2,train,28.5028,29.7656,4.4303,26.9842,25.998,3.6547,52.968,53.0409,0.1377,37.4754,36.6999,2.0695,2.573
59bc2766681516389ccf45b4,train,29.8978,27.5846,7.737,25.7956,24.0931,6.6,53.8804,49.1545,8.7711,37.8006,34.0108,10.0259,8.2835
59bc2767681516389ccf45c0,train,31.2289,29.0404,7.0081,28.3434,25.3646,10.5096,51.2055,51.7487,1.0608,37.521,35.8057,4.5716,5.7875
59bc2767681516389ccf45c9,train,36.7419,40.2684,9.5978,30.354,35.1714,15.8709,62.3756,71.7564,15.0393,42.9419,49.6494,15.6199,14.032
59bc2767681516389ccf45da,train,34.8943,38.014,8.9404,29.0166,33.2024,14.4255,56.5646,67.7393,19.7556,38.1196,46.8699,22.9548,16.5191
59bc2767681516389ccf45e0,train,24.7343,26.9283,8.8705,24.4363,23.5199,3.7501,51.6777,47.9851,7.1454,36.0077,33.2017,7.793,6.8897
59bc2767681516389ccf45ec,train,25.4326,24.3925,4.0898,22.2811,21.305,4.3808,49.4484,43.4663,12.0977,34.2922,30.075,12.2976,8.2165
59bc2767681516389ccf45f9,train,37.8478,36.5115,3.5307,32.3172,31.89,1.3218,61.393,65.0618,5.9758,40.2579,45.0173,11.8223,5.6627
59bc2767681516389ccf45fc,train,25.691,23.9623,6.7291,24.4476,20.9292,14.3914,50.4442,42.6997,15.3527,33.4816,29.5446,11.7588,12.058
59bc2767681516389ccf4608,train,38.4395,40.789,6.112,31.5939,35.6261,12.7627,65.982,72.6841,10.1575,42.5615,50.2913,18.1615,11.7984
59bc2768681516389ccf4635,train,25.1294,24.9433,0.7408,21.2773,21.7861,2.3912,50.4579,44.4478,11.9112,35.6376,30.7541,13.7033,7.1866
59bc2768681516389ccf4677,train,26.7505,26.1966,2.0705,22.0233,22.8808,3.8936,51.5134,46.6812,9.3805,33.3155,32.2994,3.0498,4.5986
59bc2768681516389ccf4683,train,29.2291,27.5208,5.8446,25.8651,24.0374,7.0665,48.943,49.0408,0.1999,38.3528,33.9321,11.5264,6.1594
59bc2769681516389ccf469e,train,27.8023,30.0219,7.9833,25.9669,26.2218,0.9818,47.9897,53.4976,11.4773,33.0853,37.0159,11.8801,8.0806
59bc276a681516389ccf4702,train,31.0206,32.9046,6.0731,27.3662,28.7397,5.0187,59.4752,58.6345,1.4136,42.8284,40.5701,5.2729,4.4446
59bc276a681516389ccf4711,train,30.3349,27.4069,9.6521,26.4148,23.9379,9.3769,56.2409,48.8379,13.163,38.3207,33.7917,11.8186,11.0027
59bc276b681516389ccf4751,train,31.4177,31.2383,0.5711,26.9768,27.2843,1.1397,61.96,55.6652,10.1595,40.9669,38.5157,5.9835,4.4634
59bc276b681516389ccf4772,train,29.0067,26.4766,8.7224,24.6628,23.1254,6.2339,52.5063,47.1802,10.1437,35.9841,32.6447,9.2802,8.5951
59bc276b681516389ccf4781,train,23.7178,23.2154,2.1185,21.0285,20.2769,3.5743,43.649,41.3687,5.224,29.8517,28.6237,4.1137,3.7576
59bc276b681516389ccf4784,train,34.4,29.0398,15.582,29.588,25.3641,14.2757,55.7002,51.7476,7.0962,35.8347,35.805,0.0828,9.2592
59bc276b681516389ccf478d,train,28.6743,34.6883,20.9734,26.969,30.2976,12.3422,53.0094,61.813,16.6077,37.1666,42.7694,15.0746,16.2495
59bc276b681516389ccf47a5,train,33.8601,37.4272,10.5348,29.5584,32.6898,10.5942,67.3157,66.6936,0.9241,43.002,46.1463,7.312,7.3413
59bc276c681516389ccf47c9,train,30.0258,29.5026,1.7427,25.2464,25.7683,2.067,59.1344,52.5723,11.097,37.381,36.3756,2.6896,4.3991
59bc276c681516389ccf47db,train,28.7143,26.3379,8.276,27.3836,23.0042,15.9929,51.0168,46.933,8.0048,39.0133,32.4737,16.7626,12.2591
59bc276c681516389ccf47e4,train,25.8702,25.5137,1.3783,23.2287,22.2843,4.0658,50.1044,45.4642,9.2611,35.3667,31.4574,11.0537,6.4397
59bc276d681516389ccf481d,train,27.1021,24.7581,8.6489,24.7333,21.6243,12.5701,51.5621,44.1178,14.4375,36.0743,30.5258,15.3807,12.7593
59bc276d681516389ccf4838,train,28.4817,25.3727,10.9159,24.5287,22.1611,9.6523,51.9005,45.213,12.8853,37.5406,31.2836,16.6673,12.5302
59bc276e681516389ccf4844,train,27.3281,27.0445,1.0376,24.3362,23.6213,2.9374,52.8122,48.1921,8.7483,39.0374,33.3449,14.5823,6.8264
59bc276e681516389ccf485c,train,25.6201,25.5701,0.195,22.6797,22.3336,1.5261,47.1769,45.5648,3.4171,35.7337,31.527,11.7723,4.2276
59bc276e681516389ccf4871,train,23.9859,24.7586,3.2215,20.9641,21.6248,3.1518,47.3355,44.1188,6.7957,33.1896,30.5265,8.0241,5.2982
59bc276e681516389ccf4877,train,28.4812,28.7589,0.9753,24.934,25.1188,0.7408,50.8455,51.2471,0.7898,37.5341,35.4587,5.5294,2.0088
59bc276f681516389ccf4892,train,30.1697,29.0433,3.7336,26.7212,25.3671,5.0672,55.8631,51.7539,7.3558,38.1109,35.8093,6.0392,5.549
59bc276f681516389ccf48b6,train,29.7265,30.3288,2.026,26.098,26.4899,1.5016,49.5172,54.0446,9.1431,35.7663,37.3943,4.5519,4.3057
59bc2770681516389ccf48fb,train,27.8683,28.941,3.8489,24.0581,25.2777,5.0695,52.3921,51.5715,1.5664,39.5629,35.6831,9.8065,5.0728
59bc2770681516389ccf4907,train,34.1295,41.1304,20.5127,28.9543,35.9243,24.0726,64.9978,73.2925,12.7616,42.1652,50.7123,20.2705,19.4044
59bc2770681516389ccf490a,train,30.7983,27.6808,10.1223,27.7968,24.1771,13.0219,52.1914,49.326,5.4903,36.5673,34.1294,6.6668,8.8253
59bc2770681516389ccf492e,train,24.0606,27.1638,12.8973,24.0093,23.7255,1.182,46.9707,48.4047,3.0529,34.4473,33.492,2.7734,4.9764
59bc2770681516389ccf4940,train,27.767,27.2289,1.9377,24.3568,23.7824,2.3584,51.4132,48.5207,5.626,35.7529,33.5722,6.0993,4.0054
59bc2770681516389ccf494c,train,30.5295,29.1328,4.5751,25.2553,25.4453,0.7523,57.8742,51.9133,10.2998,37.4692,35.9196,4.1356,4.9407
59mUFymokrvWt9wC3f2QT8rLgfIH_7dZv9C_9lDGmk4,train,36.7552,30.9654,15.7524,30.1974,27.046,10.4361,55.8252,55.179,1.1576,39.0489,38.1792,2.2271,7.3933
5D0ey117hSU15IhFwv_AMoW12dWLH-hA78F27-tMvGk,train,25.1767,26.2357,4.2063,22.6632,22.9149,1.111,49.8745,46.7509,6.263,31.1806,32.3477,3.7428,3.8308
5EGWEEK1LY65tkKLQ7EYnBzkxSvRVvGKkbbH5xXhHSQ,train,28.101,28.0665,0.1227,22.3791,24.514,9.5397,52.1076,50.0133,4.0191,35.0624,34.605,1.3044,3.7465
5EdQVJ37qU7KEOFljXRCG82sXR7es-CDAwIzc2oNX3g,train,29.1817,26.8549,7.9733,26.3654,23.4558,11.0358,50.2419,47.8543,4.7521,37.1398,33.1111,10.8473,8.6521
5FMPgoKBaPrOYoeKbe9MUF6QoF6fUoDtS7uIhpANTn4,train,31.9779,31.2711,2.2103,27.2661,27.313,0.1721,53.5606,55.7238,4.0388,35.5543,38.5562,8.4431,3.7161
